DOMINIO,01-2018,02-2018,03-2018,04-2018,05-2018,06-2018,07-2018,08-2018,09-2018,10-2018,11-2018,12-2018,01-2019,02-2019,03-2019,04-2019,05-2019,06-2019,07-2019,08-2019,09-2019,10-2019,11-2019,12-2019,01-2020,02-2020,03-2020,04-2020,05-2020,06-2020,07-2020,08-2020,09-2020,10-2020,11-2020,12-2020,01-2021,02-2021,03-2021,04-2021,05-2021,06-2021,07-2021,08-2021,09-2021,10-2021,11-2021,12-2021,01-2022,02-2022,03-2022,04-2022,05-2022,06-2022,07-2022,08-2022,09-2022,10-2022,11-2022,12-2022,01-2023,02-2023,03-2023,04-2023,05-2023,06-2023,07-2023,08-2023,09-2023,10-2023,11-2023,12-2023,01-2024,02-2024
6113,111.8838208,103.8669898,98.81395783,99.2680438,103.0695432,75.79390881,68.8274048,122.9438988,106.1613365,114.5113904,108.0404422,86.81926295,120.5148153,106.767659,103.9068307,94.58589197,100.204074,73.56882411,72.93547369,118.0226046,103.0635547,110.6047307,106.0402049,91.29748617,101.4618067,97.00840451,91.70253236,90.01285311,83.25755314,72.55679513,64.29062011,107.1762567,93.9177423,93.16587082,92.38839162,90.43279254,75.88870501,77.60656597,79.32840381,74.94600157,75.68257746,66.61316194,58.89587401,94.71343734,83.19876803,83.22255731,86.85947399,80.15922157,84.57480379,87.2349546,84.17676503,77.51189306,80.41359117,70.62427322,62.9046279,100.7412831,88.11284621,83.63136986,85.53828948,78.21172791,87.32481192,81.34383098,86.3186744,72.71767412,84.44476038,72.17623851,65.46790254,106.6118197,84.31985692,88.72274429,93.8024639,94.71144844,98.31327262,95.37371127
6116,95.65805671,97.39907877,95.59475062,95.87170369,100.0467786,101.0917427,101.5486104,102.4994283,102.3443175,101.7724162,104.8455872,101.3275293,85.78444429,93.1281772,99.08527642,85.18060667,98.96361106,100.3047587,101.4282737,97.37548112,93.58248817,97.30478377,96.79848107,95.49866393,81.62299843,80.95080925,70.15278501,38.85560971,36.94299545,37.46183645,46.93748404,48.21126171,47.02440011,47.82101461,52.14786315,48.43209379,39.47869128,42.64361424,48.58391493,51.96097755,51.87862068,54.65796767,53.8645309,53.40948513,55.88491337,56.51934901,54.71966308,60.00135989,54.14377273,62.87675815,65.93720351,61.52057378,74.36146443,72.343959,73.24187684,71.86738261,76.06364408,79.86862231,75.773896,76.77159795,74.5564536,80.16552502,82.22050969,69.16896037,82.409077,81.23555296,85.58289791,80.97258369,83.33426206,88.92701965,85.54290805,79.43838986,86.66889147,89.19236895
62,99.81266655,95.19991171,99.2862786,96.52463366,100.7588925,98.39081264,100.1491675,105.4760318,98.9308379,102.1930044,105.3766593,97.90110341,106.3608352,103.3314845,106.6270159,104.3106014,106.1003825,100.3649827,106.6230083,101.551484,103.9479822,105.6365529,102.23457,108.5525031,107.5318724,103.1160055,96.57008858,65.48861999,73.33388244,85.71567267,98.75005624,99.20135621,104.7639703,108.6174644,110.7557636,115.6448222,110.3152837,106.0671894,109.5815134,103.483931,107.1218463,108.4574373,115.3106727,119.5016387,115.2248299,107.2815046,104.9378052,103.7455791,100.7083624,94.69641468,105.5313985,96.92884257,103.6461048,100.9763602,101.5245266,103.585796,98.42302691,100.2044688,102.7732736,103.8145179,101.2642316,97.72709359,110.0237904,95.15220105,102.1384793,104.2462823,103.3605323,104.1932612,98.75062289,105.1040452,101.7861287,105.300115,103.6473982,105.8706898
6211,109.7323721,99.36636989,95.79793759,94.74080206,99.26280187,94.45554765,97.38762214,113.1397561,99.12625821,99.36154567,115.0001691,82.62881755,126.6072635,118.7550057,114.1521165,126.6378547,121.8933037,105.6602812,132.4202812,105.9267332,128.9196565,120.1452398,104.0611444,130.6008345,105.2558504,102.0803343,89.83300077,50.92438408,58.77798898,67.34554177,74.72530675,86.36449095,89.4871796,89.74803358,92.23262063,90.05099077,80.98018339,81.78798043,77.1296924,77.81496286,92.3342905,90.5509052,96.62133917,93.73928081,95.65002711,92.52379701,97.73311721,102.0859818,80.71950964,69.56986226,88.19833951,77.65090286,83.79137131,83.58816816,88.36392471,91.26417747,88.3508094,82.60740009,89.83959841,81.75101715,79.87525308,77.09101772,84.69337397,69.78898369,70.24301358,72.60479227,73.73261188,77.06418857,72.5456774,70.37298087,74.41843414,77.52842936,73.36790821,80.82325795
6212,99.19177251,95.04305981,95.91025477,100.565772,101.8478519,99.8801565,102.6923561,106.4014263,98.32236615,99.68815029,97.18434005,103.2724936,103.9490645,95.62738075,97.81030686,96.7350716,97.15391676,93.17002518,96.2686249,93.51158637,87.89060215,87.84734893,94.23733449,93.97277847,99.01228557,90.1163217,78.32613324,36.29303339,35.86707784,44.01638996,53.60754936,62.50030817,65.09883025,68.43881406,80.49478913,81.4009965,81.59432885,79.83696207,84.15374957,83.53777942,84.88624958,85.66585106,85.41435473,87.52166609,83.43019994,88.88783988,97.32702221,96.04095256,91.24487394,88.40485201,96.45456607,85.17138604,103.293106,97.58874552,85.55230218,91.54558826,83.35694016,86.39681155,86.04756601,94.571674,86.06163886,86.94046944,95.9493874,83.16000586,78.87585843,93.39736675,84.54873204,87.65828044,82.34097299,80.45735812,81.94959949,86.05466533,83.51398678,92.96208255
6213,97.93925226,97.05088003,102.7446525,99.33636903,109.8803261,103.3391886,103.2925616,109.0672216,98.81943778,97.75565583,91.94377503,88.83067969,89.66729398,83.51291451,89.80286981,86.74672426,92.08830797,86.03180718,89.28594375,83.97193474,83.32282554,85.55139887,88.30699134,91.09219915,74.60575758,72.5075492,70.30721027,46.91995361,45.99621344,53.36218127,56.96863816,55.71931398,63.1350819,71.72917078,72.29432096,72.85158071,68.12636768,67.5526996,73.37302566,71.93553829,85.62526297,76.23137448,72.29301232,75.82396837,74.95980726,81.70093421,91.96635463,72.61522126,71.31257079,71.58975767,78.04118787,71.56146711,76.559796,74.95289177,78.14321359,74.02867182,75.26397736,82.35920107,81.26234917,73.25217882,75.2440263,75.20775728,80.91742428,70.28592816,66.34128251,76.5230476,71.99448307,79.74936538,78.73197347,77.50196747,77.36011856,74.41843195,77.34224784,80.63093283
6214,109.2051381,99.53670515,95.18704699,92.76998833,99.17608735,94.67420821,97.80200955,114.0779572,99.83415405,99.62625744,116.1087383,82.00170929,107.6495939,99.77947458,96.21229869,106.598685,102.422136,89.66910644,111.7761854,88.91675596,108.5169153,100.5966007,87.22791358,109.2737869,88.689698,85.4569733,75.20072819,41.50164119,47.74064525,55.21455838,62.11731929,72.16161692,75.06478299,75.68148825,77.89198048,74.95405189,67.51916104,67.94281518,64.54070493,64.65369453,76.78159021,75.83427621,80.93366664,78.39338728,78.93934999,77.41073131,84.37175781,88.24032643,70.43058886,58.22398632,73.64674151,77.40228671,85.99525172,88.32455618,88.57270341,90.56544626,78.9779974,83.4005473,88.66477219,88.62457567,78.68979225,78.2625911,84.22713446,72.2043454,80.85795167,78.79918093,76.8680051,80.87334248,79.17976743,85.51266511,87.02477853,94.37646961,83.37546504,81.53894074
6215,94.96020535,90.35345738,95.82093689,95.83736119,103.326922,102.3501883,103.7717608,106.2100551,102.4472263,105.0373854,104.2785381,95.60596324,100.9577733,107.2550705,117.476549,100.9470585,108.0058023,104.7671595,104.0114808,103.1810226,101.6589299,107.1469877,104.138292,97.03092509,106.1391408,106.262074,105.5774482,88.73165251,105.5219434,129.5180639,137.7209921,132.4068654,136.4273499,139.8827973,130.156496,134.0077241,143.9670109,125.1084297,128.7145542,122.0808626,120.3054503,123.3398288,132.0562607,133.9614799,139.8108951,96.23096816,84.38192842,82.34943293,92.00118849,77.93818131,87.14988209,72.46090818,78.06101055,82.47196282,86.48304252,81.09035421,76.79389367,78.92135771,78.21178533,77.18650173,78.02070028,75.98643928,84.62922873,74.20030616,84.95291067,76.5966213,79.00787583,75.41483301,69.29775012,82.34001003,80.26963235,72.78740236,79.63023438,85.25765962
6221,97.80834269,94.88048751,101.3812373,96.47451166,99.76511728,97.90277771,98.88102054,101.3912521,97.23255016,103.4280562,106.8379367,104.0167101,104.058792,102.7171314,106.2974519,102.6151985,105.1404541,102.1628171,104.0287746,105.182204,102.711181,109.0465045,107.5890316,112.9442493,117.1830528,112.4466386,106.1777287,72.0546171,80.03919117,93.93581355,113.119928,107.7033817,116.6937311,123.2586011,127.891509,137.1882334,123.4959771,121.7758016,130.2210724,118.210063,119.7046047,123.3820851,133.1318758,140.8119828,128.4197556,125.8645696,118.7200413,117.2922497,115.5920778,113.9917173,124.218342,116.7403443,122.3623816,114.855406,115.7126686,119.4891285,112.5504747,116.503856,118.7075778,123.1048895,120.2246052,116.1621031,134.2878318,112.0307683,125.4756486,128.8786891,128.683997,127.3401419,120.4136852,134.8749923,122.0857478,130.8904395,127.2060646,126.0618467
6223,97.39842349,90.73438798,102.8890415,92.74347782,95.06823313,95.85477231,103.6071656,106.9196413,98.49466562,106.8954319,102.6883351,106.7064242,105.2006622,96.43101828,103.4126557,101.5756498,102.3231393,100.1386318,108.1603062,104.7658207,101.8525946,105.5705278,99.88090127,102.6556916,112.1676848,101.5454594,98.07379079,73.22823681,83.4163557,92.33456065,117.6726479,121.8780269,122.0553672,124.2696011,124.6077956,133.9908733,140.0906667,130.3874309,126.1404255,123.2150456,119.9353734,124.3778945,137.7345927,148.8804666,142.450337,133.2201409,126.4112014,126.1755616,133.9099316,122.5850505,132.7138828,125.2854545,128.2218898,128.9510292,129.5761308,134.8076901,131.4328571,133.009732,139.3582414,142.5972414,142.7214778,123.4068192,139.8763948,137.82176,137.890492,137.8088489,135.4986913,142.1158538,139.6900942,129.1716892,144.5132247,146.3710547,145.1590102,137.2021655
6244,101.281624,102.9868938,104.7852215,101.8141269,103.5831639,100.5167548,94.41726786,97.774366,103.4181056,96.1968525,95.63857154,97.58705159,103.5274813,100.592191,102.626028,97.44647129,102.4878698,94.58372409,90.03032889,93.18124834,101.6405388,91.45755624,93.1192151,98.80762443,100.0943235,96.94543926,92.29378879,75.35060583,79.3815801,77.85947858,73.78732633,76.27413363,80.84070612,74.50852626,74.25246949,80.06832961,78.72156428,79.41444516,80.2362898,76.87938684,79.80477807,75.65863167,72.88797758,76.24450497,85.38150662,80.05578459,86.76896087,88.61052316,87.7020653,85.4855399,90.4059044,91.35804723,93.52547654,98.38246285,97.09099658,98.62459766,100.1329063,95.57898377,99.42178833,98.43768119,94.79558542,98.90188109,100.4014921,102.4765768,112.3000256,104.3725848,106.2010136,106.4963407,99.62427644,98.12636262,98.8667481,99.70901227,99.10644834,104.6637675
71,105.3767675,94.34013211,101.8366575,95.32213687,95.239316,102.34639,107.2907137,102.0858636,95.35934108,98.18355063,99.21460509,103.4045258,100.2679716,84.34845516,87.80232801,90.10895513,88.65025132,87.48056502,90.36258792,91.32191047,83.48212191,84.25139037,88.12134049,90.17102506,85.83333781,79.47111743,63.19099758,24.74541429,19.8677743,20.05794108,29.63703782,41.89039904,40.39037387,46.77908323,46.19409769,50.51119007,44.30667022,41.72833457,48.36638091,51.80196726,53.88442497,53.66351897,59.67083274,59.59556031,59.60706106,66.82382726,65.88590823,68.44380668,65.76098646,67.43720725,76.62087084,67.01823443,67.79689418,65.83608481,81.20920274,73.71231235,72.33170493,79.193558,75.89844367,85.62190555,84.11518899,72.98354075,77.40657461,78.07096395,80.16387623,79.08773057,84.14860104,78.40959568,78.38767408,81.31540211,80.30199937,96.44099157,90.42383377,85.90735746
7112,95.3434348,94.3385564,88.61057774,86.3964058,114.0685781,82.75192034,112.1439678,115.1448802,92.51078187,102.5373516,111.0622653,105.09128,158.8922522,92.70719763,94.50122566,99.16888044,108.0246442,95.73720819,94.96816377,111.8440921,96.63244253,95.0330983,108.4788038,84.69380168,96.85382555,91.34108818,78.97629634,37.51503238,19.4257891,19.66616763,54.52532314,81.51911038,70.92796646,74.10623551,66.35694488,71.67638271,63.88336333,53.48332364,59.52764633,69.44003587,54.07701998,53.09536231,71.59140645,76.0349758,72.84595035,88.23716635,84.31939763,73.6058807,90.71522273,83.56433504,74.85223531,87.50754983,75.33972082,61.73708199,106.2283201,92.26222262,90.69468445,108.413129,81.071576,91.64129391,109.9113354,68.80572924,65.77229552,72.9350179,82.37705469,73.34033054,101.7259998,83.74966332,82.34726687,85.69940824,73.30317836,105.9689481,108.6537862,83.38015947
7113,84.32995587,83.68016843,131.2850399,104.9365278,86.78950527,136.2410238,89.73778137,85.27869434,92.07528399,97.81731973,95.71432239,112.1143771,93.295921,80.94241195,104.3169052,93.83696254,89.25251931,81.64984709,77.40591734,76.98558398,92.89278345,86.60179527,112.6809001,110.2216047,81.68159424,81.74807972,86.13098349,58.8260627,44.79753992,45.33490963,47.34379483,41.11065745,45.54850646,57.80621885,60.64266528,72.13009786,68.23820898,59.12687808,64.26434981,64.61752143,69.12906292,66.12520269,65.76981673,64.95237581,66.2114766,87.43445647,76.89182941,89.31356093,72.22944001,88.99221584,120.4574583,100.9207931,153.6204243,106.8628309,121.8638174,98.24180827,114.5431719,141.4751735,144.7994003,171.9860401,87.68376688,107.2446743,125.512995,106.2099656,143.3742239,125.4450525,113.1296821,96.98048996,132.2915479,140.9187339,142.705982,204.8775606,104.0275476,107.9583756
7121,88.47519427,83.86017587,106.9506748,131.2676851,92.97218623,115.1884839,144.1506101,116.5936492,64.35568225,71.07038489,78.17579256,106.9394808,82.01751884,75.25239279,90.27053927,115.0510784,89.44339362,95.40103637,136.5624726,111.4374302,61.02170583,67.4119406,76.07907674,104.2819539,90.54098301,78.11716869,51.72137616,7.78277357,5.23883617,8.58669436,12.95473141,22.66176111,23.94185488,28.98013305,33.94788298,42.45280951,31.95525817,27.7303313,51.66723097,62.93226096,59.1475073,70.4294521,94.20758178,81.60047985,51.87950811,63.67587596,65.18968799,86.13135618,66.23956729,59.77238159,82.6245202,103.7086728,80.04251894,82.13477639,99.66525716,100.0049889,64.5261412,67.08710754,75.52420457,95.42900469,82.84939885,67.25578924,83.4603609,108.9519195,72.20868503,75.85162855,94.58992542,92.38659406,59.04544846,63.51213447,66.61559187,83.36539714,70.4297713,65.64541564
7131,77.70952222,73.09337044,92.59788464,87.76399645,86.86349925,96.14406555,135.2888711,117.4202301,111.4207008,109.8899862,109.1728046,102.6350687,88.76141577,68.03604795,75.42911241,87.96684332,78.98903688,83.0664332,85.91429816,96.17777578,70.14787466,68.78659145,74.56282764,83.5127817,73.63095314,69.94762134,53.01565017,12.04126526,10.19591298,9.71029586,10.40013221,71.65926651,33.31157341,35.61013608,37.79312933,54.0924844,48.54052444,44.34137394,49.28574627,53.43420927,70.69845477,71.4896011,73.38235744,86.96601356,93.63052101,100.9265136,84.19935889,87.38406084,87.0170286,68.89884355,82.63255636,80.38483694,80.02427315,78.37028118,118.9719394,104.962133,97.95354932,102.5065115,104.2428122,116.2677624,112.3335026,99.1159578,103.6446366,107.5187227,101.9939752,87.97501094,102.4008428,104.7998741,80.70691,81.91346518,82.10401564,105.9101601,86.59112058,87.36864504
7132,111.6670565,96.82377663,108.0707771,95.93589476,88.87515513,106.3465143,97.63746288,94.62501781,98.9943381,96.87058922,96.86177479,107.2916427,80.9504934,77.75316412,82.44164268,79.7600637,81.08171818,79.32583441,80.12038488,80.70560563,73.19543319,75.29248783,75.27433375,78.38627228,71.87190514,67.41711587,44.9057729,11.56128012,12.33779671,11.61044095,18.65944303,23.62709193,29.15336022,38.50551418,38.10110875,37.84324599,25.81412905,25.29805364,37.06155563,41.14653697,46.57230853,45.04127833,44.09770959,42.40090047,44.75425882,46.01549496,47.44646756,49.56450751,51.93938446,80.04592003,99.07242181,66.7603295,68.7292107,76.07630554,75.23718378,77.57834485,77.50264962,80.5330653,82.7049799,90.50459744,81.38856484,82.3065773,88.03607796,88.06946586,100.269878,100.3148268,95.68247335,96.45365446,97.66733141,104.4526496,103.5646744,117.081568,109.760786,116.1751308
7139,120.9194405,103.714358,98.0010714,94.80161468,98.68109942,100.55689,102.998226,99.57007449,91.47848809,96.73461286,95.97770494,96.5664195,102.1786361,95.72092337,91.3152098,93.4514119,91.26103801,94.11278176,97.20634203,91.50551855,94.4293818,96.46910502,93.92453538,101.3485218,100.3620198,90.03302058,75.67608963,32.64600214,28.33396321,29.220807,35.73390386,34.05418348,42.09344393,47.3830788,47.30859331,49.1719087,49.57876387,50.64806075,50.8768117,50.02253873,50.90019842,51.03868506,59.17703695,55.2575245,55.42467921,61.50039251,67.31772473,71.5419416,59.08983352,42.87492188,41.58913176,40.63137706,38.73116459,41.23772289,50.21853642,40.33834953,40.700714,43.82885381,40.81341627,46.17276848,63.65759767,48.47673714,50.35375122,48.38476246,37.35506164,46.72098024,49.48828332,41.09867617,46.76072042,44.73378187,47.13756996,45.63897142,63.32025625,53.02851408
72,100.8845646,96.71689318,104.5281119,100.2213139,99.86310612,98.35336724,104.7897779,98.50319038,90.60401163,95.12947334,99.33532018,111.0708695,100.4067139,97.85526321,104.5090604,101.3653519,101.5334716,100.9505576,105.5351318,99.95530507,90.68461489,96.46596659,102.5929508,115.7334093,100.3174365,95.00455202,76.57433086,38.75162077,37.65707262,38.51394193,48.08693205,50.0615628,54.21731072,59.4977951,67.89128167,72.1405699,64.83313429,63.44014057,76.05627203,78.22108017,81.74035928,85.58051467,91.38362723,83.51703072,77.73424789,85.35157718,89.76497047,99.6614463,88.33272903,89.44816658,107.5801326,101.8099137,100.3668166,96.66050564,106.1855372,95.95396016,89.48123372,99.96480455,100.2638984,112.929773,93.13276413,92.38088655,100.1888557,99.55813916,101.6341224,99.67574087,106.5346673,96.18692618,91.6600772,94.5367413,99.80348154,115.4101266,90.61643814,94.54685129
7211,106.7576853,105.0129217,116.4311064,104.7697044,96.08000239,96.77901841,106.7967778,92.93592671,78.78795633,88.74977904,97.66180344,109.2373181,100.7790732,101.424124,112.3229177,102.6782749,95.81459498,93.41822635,102.8916034,90.76665261,74.78491621,87.61450846,97.00451569,111.0884357,96.05670645,99.28021648,71.74338078,13.478126,9.93658572,14.55683629,30.90763512,37.09653647,39.20280977,50.41541038,55.09683869,65.22462054,51.86774274,47.13908032,66.82806997,69.41954025,75.16091296,84.38780378,94.39683626,76.3480202,63.7252206,78.2278208,94.24130917,106.8445504,81.72851468,82.66565237,112.7795667,100.806661,99.78049272,98.47266771,112.5304277,95.84975465,84.02244956,102.6899875,106.7871259,115.5971782,93.09272005,92.00292924,104.5607277,102.2532176,97.42799567,110.7358667,110.8534427,93.36813984,80.43002576,89.92051377,98.40027322,111.4840162,99.09787575,104.1182815
7224,99.98747043,97.9207695,103.4308102,99.95005156,101.3446159,101.5238409,103.4695015,101.9673069,92.8221654,96.73997026,94.92116905,105.9223284,97.40516838,93.92820924,104.1882912,96.12501366,102.5727891,95.56768977,95.97454834,96.25966083,93.57349918,95.61244957,96.70066138,105.5434512,92.89098758,92.92638853,72.13933432,13.11118328,13.12532194,14.64485754,20.12002249,22.13161431,26.35621095,32.43467634,34.61531303,34.11525671,32.02195277,35.14260575,44.29827995,48.56049255,53.6584682,52.96046563,57.26154621,57.64759276,57.46586576,62.68054915,77.76751422,80.82383346,76.19197524,83.31923764,91.169425,93.49767768,88.00587118,93.5637356,92.57246528,90.45909581,86.61248997,97.66917328,98.54286498,104.5740706,89.34839682,91.60297745,88.61022113,88.75681629,81.96198578,83.29174563,90.43135409,84.12265946,81.03491146,84.0910754,85.07571684,90.1245135,75.85215916,69.85261494
7225,97.85651613,92.28987181,98.34750554,97.85059818,101.7588164,98.98747226,103.8164577,101.2151212,96.67105187,98.38014877,100.481193,112.3452472,100.3932168,96.22022518,100.4275119,100.9939116,104.4719467,105.2300614,107.502038,105.0018389,98.85424243,101.1632612,105.8831057,118.7888932,103.0037533,92.88649285,79.37860081,53.57017637,53.69269704,52.53424391,58.79837643,58.55896731,63.78617956,65.90491028,76.62319208,78.07510539,73.62659283,73.71069494,82.82448403,84.63823632,86.89559313,88.18366536,91.87040255,88.84758721,86.31519684,90.46451997,88.14282061,97.03328645,92.53473437,93.37936002,105.8459734,102.8402796,101.4237646,95.89712042,103.6806308,96.34170684,92.52007935,98.67367461,96.94459152,112.0362812,93.38315959,92.62640284,98.59614799,98.79835797,105.0340196,94.86406244,105.2440774,98.39756777,98.19802376,97.59263718,101.4326178,119.0033065,87.05997272,91.02019555
81,98.26902868,102.5660552,95.90005746,112.5234461,109.4371496,93.77763624,91.66324514,103.649266,85.96168844,99.62057456,87.19747137,119.4343811,89.68838217,100.1516121,80.95046481,90.29478676,114.399777,110.5061264,122.430614,118.1435022,112.3906112,139.9425742,134.5066144,185.4303238,82.84351067,83.02129861,98.67621271,85.24143608,95.97622896,96.2523297,100.7049904,105.2127528,108.0740353,116.4460163,126.101702,151.2632311,67.28177675,85.54335382,90.94646904,66.89890315,71.14008214,93.08901845,87.88948781,83.1986197,68.05524248,98.49630831,94.85746417,79.87527743,73.79156933,68.03593883,69.01286857,66.11880006,70.32735945,80.52642413,72.49733048,72.66726676,79.84242149,80.94132188,78.49930543,87.72012156,74.44294185,79.48252965,77.61109154,67.88137751,75.54616997,75.13413567,76.81193784,77.62133947,83.36072479,80.99948554,85.4758414,91.27582833,77.10136006,80.4086344
811,95.85367347,102.0788494,94.02066112,118.4197728,112.3620095,94.75360312,87.10049728,106.3973712,82.77715881,99.31732033,81.56545071,125.3536323,87.51002738,105.4991843,78.40515019,91.39053399,123.640871,118.9762487,130.1818846,125.2756174,119.6965784,156.9631374,149.6777189,215.7622686,77.96198362,82.61189881,110.4693497,102.3843503,117.1296132,115.6437406,118.7117388,124.0571119,126.9434919,138.0868644,152.3589306,186.058865,74.00135855,97.7872412,101.7325043,67.66845187,73.89352935,104.2933466,96.43177605,90.71210714,70.47594162,113.3851052,101.1461449,77.99277369,75.31724126,78.19650781,79.82146581,75.31525217,81.07020483,94.48315332,84.1481194,82.75887551,92.54032938,92.43868386,86.75064212,98.23802789,82.69289494,92.05726931,88.15926136,74.44030064,85.16283138,84.51610715,87.36972891,87.9680087,95.54087621,92.39647242,96.7921751,102.5002192,86.7837399,89.96224592
812,104.5728387,103.8376085,100.8050741,97.13468554,101.803589,91.23047063,103.5715124,96.47701536,94.27295857,100.4120346,101.8964224,103.9857902,95.37364725,86.19504011,87.59345446,87.43500771,90.28154358,88.40004413,102.200655,99.52947014,93.32284481,95.52078675,94.91170957,106.2673025,95.58375639,84.08978681,67.89742955,40.5003261,40.76823557,45.64289194,53.7093685,56.03105965,58.82684066,59.96579605,57.57323928,60.4504749,49.74441146,53.58816193,62.79610992,64.89046612,63.95388946,63.84696133,65.59506031,63.58924849,61.73748547,59.63819508,78.4447031,84.78840402,69.80973435,41.51797757,40.80362523,42.11707719,42.28972119,44.10090457,42.09005999,46.32928406,46.7022863,50.93447872,56.96422928,60.26954933,52.91147673,46.66384991,50.08153494,50.76331359,50.44774729,50.64822777,49.25727086,50.61767715,51.57187673,51.2546103,55.94146206,61.98140955,51.83141958,55.47476496
